team	stats	rankings	value
Central Mich.	Passing Offense	52	242.8
Central Mich.	Team Passing Efficiency	18	149.55
Central Mich.	Scoring Offense	79	26.9
Central Mich.	Total Defense	29	355.5
Central Mich.	Rushing Defense	21	122.9
Central Mich.	Passing Yards Allowed	73	232.5
Central Mich.	Team Passing Efficiency Defense	79	131.00
Central Mich.	Scoring Defense	T-45	25.2
Central Mich.	Turnover Margin	T-95	-0.38
Central Mich.	3rd Down Conversion Pct	35	0.435
Central Mich.	4th Down Conversion Pct	91	0.438
Central Mich.	3rd Down Conversion Pct Defense	71	0.403
Central Mich.	4th Down Conversion Pct Defense	T-51	0.500
Central Mich.	Red Zone Offense	79	0.808
Central Mich.	Red Zone Defense	47	0.809
Central Mich.	Net Punting	124	31.89
Central Mich.	Punt Returns	116	4.17
Central Mich.	Kickoff Returns	103	19.31
Central Mich.	First Downs Offense	T-44	287
Central Mich.	First Downs Defense	42	248
Central Mich.	Fewest Penalties Per Game	T-43	5.38
Central Mich.	Fewest Penalty Yards Per Game	38	45.54
Central Mich.	Time of Possession	8	   33:24
Rice	Stat	Rank	Value
Rice	Total Offense	65	399.2
Rice	Rushing Offense	57	167.8
Rice	Passing Offense	62	231.5
Rice	Team Passing Efficiency	21	148.65
Rice	Scoring Offense	63	28.8
Rice	Total Defense	54	385.9
Rice	Rushing Defense	45	152.5
Rice	Passing Yards Allowed	77	233.4
Rice	Team Passing Efficiency Defense	88	133.32
Rice	Scoring Defense	80	28.5
Rice	Turnover Margin	T-22	0.62
Rice	3rd Down Conversion Pct	29	0.448
Rice	4th Down Conversion Pct	T-113	0.333
Rice	3rd Down Conversion Pct Defense	80	0.414
Rice	4th Down Conversion Pct Defense	T-4	0.250
Rice	Red Zone Offense	7	0.917
Rice	Red Zone Defense	T-66	0.833
Rice	Net Punting	88	36.12
Rice	Punt Returns	64	7.62
Rice	Kickoff Returns	95	19.62
Rice	First Downs Offense	80	252
Rice	First Downs Defense	52	256
Rice	Fewest Penalties Per Game	60	5.92
Rice	Fewest Penalty Yards Per Game	T-67	53.46
Rice	Time of Possession	7	   33:36
Vanderbilt	Stat	Rank	Value
Vanderbilt	Total Offense	122	288.3
Vanderbilt	Rushing Offense	113	109.3
Vanderbilt	Passing Offense	105	179.1
Vanderbilt	Team Passing Efficiency	120	102.36
Vanderbilt	Scoring Offense	T-116	17.2
Vanderbilt	Total Defense	68	402.1
Vanderbilt	Rushing Defense	86	183.8
Vanderbilt	Passing Yards Allowed	49	218.3
Vanderbilt	Team Passing Efficiency Defense	105	140.40
Vanderbilt	Scoring Defense	104	33.3
Vanderbilt	Turnover Margin	121	-1.33
Vanderbilt	3rd Down Conversion Pct	121	0.303
Vanderbilt	4th Down Conversion Pct	T-58	0.500
Vanderbilt	3rd Down Conversion Pct Defense	87	0.422
Vanderbilt	4th Down Conversion Pct Defense	T-51	0.500
Vanderbilt	Red Zone Offense	110	0.731
Vanderbilt	Red Zone Defense	121	0.923
Vanderbilt	Net Punting	86	36.23
Vanderbilt	Punt Returns	89	6.53
Vanderbilt	Kickoff Returns	77	20.24
Vanderbilt	First Downs Offense	119	193
Vanderbilt	First Downs Defense	T-64	263
Vanderbilt	Fewest Penalties Per Game	T-69	6.08
Vanderbilt	Fewest Penalty Yards Per Game	63	52.50
Vanderbilt	Time of Possession	70	   29:29
Baylor	Stat	Rank	Value
Baylor	Total Offense	1	581.5
Baylor	Rushing Offense	27	215.5
Baylor	Passing Offense	4	365.9
Baylor	Team Passing Efficiency	7	160.31
Baylor	Scoring Offense	1	48.2
Baylor	Total Defense	50	381.8
Baylor	Rushing Defense	16	117.7
Baylor	Passing Yards Allowed	107	264.2
Baylor	Team Passing Efficiency Defense	70	129.53
Baylor	Scoring Defense	48	25.5
Baylor	Turnover Margin	7	1.00
Baylor	3rd Down Conversion Pct	T-16	0.469
Baylor	4th Down Conversion Pct	6	0.735
Baylor	3rd Down Conversion Pct Defense	49	0.386
Baylor	4th Down Conversion Pct Defense	4	0.250
Baylor	Red Zone Offense	50	0.849
Baylor	Red Zone Defense	T-98	0.868
Baylor	Net Punting	8	41.36
Baylor	Punt Returns	109	4.65
Baylor	Kickoff Returns	83	20.03
Baylor	First Downs Offense	2	391
Baylor	First Downs Defense	T-52	256
Baylor	Fewest Penalties Per Game	125	9.77
Baylor	Fewest Penalty Yards Per Game	124	88.38
Baylor	Time of Possession	85	   29:00
Miami (OH)	Stat	Rank	Value
Miami (OH)	Total Offense	85	375.3
Miami (OH)	Rushing Offense	119	97.6
Miami (OH)	Passing Offense	29	277.8
Miami (OH)	Team Passing Efficiency	79	120.06
Miami (OH)	Scoring Offense	103	22.3
Miami (OH)	Total Defense	94	434.3
Miami (OH)	Rushing Defense	95	199.9
Miami (OH)	Passing Yards Allowed	79	234.3
Miami (OH)	Team Passing Efficiency Defense	93	135.74
Miami (OH)	Scoring Defense	98	31.8
Miami (OH)	Turnover Margin	51	0.17
Miami (OH)	3rd Down Conversion Pct	105	0.344
Miami (OH)	4th Down Conversion Pct	112	0.348
Miami (OH)	3rd Down Conversion Pct Defense	91	0.427
Miami (OH)	4th Down Conversion Pct Defense	68	0.533
Miami (OH)	Red Zone Offense	113	0.725
Miami (OH)	Red Zone Defense	73	0.842
Miami (OH)	Net Punting	74	36.83
Miami (OH)	Punt Returns	70	7.40
Miami (OH)	Kickoff Returns	101	19.48
Miami (OH)	First Downs Offense	87	246
Miami (OH)	First Downs Defense	T-82	278
Miami (OH)	Fewest Penalties Per Game	113	7.92
Miami (OH)	Fewest Penalty Yards Per Game	100	61.58
Miami (OH)	Time of Possession	83	   29:07
Miami (FL)	Stat	Rank	Value
Miami (FL)	Total Offense	44	430.3
Miami (FL)	Rushing Offense	48	180.4
Miami (FL)	Passing Offense	47	249.9
Miami (FL)	Team Passing Efficiency	28	143.66
Miami (FL)	Scoring Offense	59	29.2
Miami (FL)	Total Defense	14	329.6
Miami (FL)	Rushing Defense	30	137.1
Miami (FL)	Passing Yards Allowed	17	192.5
Miami (FL)	Team Passing Efficiency Defense	33	117.24
Miami (FL)	Scoring Defense	36	24.3
Miami (FL)	Turnover Margin	T-66	-0.08
Miami (FL)	3rd Down Conversion Pct	92	0.368
Miami (FL)	4th Down Conversion Pct	25	0.609
Miami (FL)	3rd Down Conversion Pct Defense	63	0.398
Miami (FL)	4th Down Conversion Pct Defense	T-51	0.500
Miami (FL)	Red Zone Offense	T-87	0.787
Miami (FL)	Red Zone Defense	60	0.826
Miami (FL)	Net Punting	13	40.50
Miami (FL)	Punt Returns	87	6.59
Miami (FL)	Kickoff Returns	80	20.11
Miami (FL)	First Downs Offense	72	258
Miami (FL)	First Downs Defense	T-44	249
Miami (FL)	Fewest Penalties Per Game	103	7.15
Miami (FL)	Fewest Penalty Yards Per Game	105	63.62
Miami (FL)	Time of Possession	78	   29:16
Michigan St.	Stat	Rank	Value
Michigan St.	Total Offense	11	500.8
Michigan St.	Rushing Offense	19	235.2
Michigan St.	Passing Offense	35	265.6
Michigan St.	Team Passing Efficiency	22	148.46
Michigan St.	Scoring Offense	7	43.0
Michigan St.	Total Defense	8	315.8
Michigan St.	Rushing Defense	1	88.5
Michigan St.	Passing Yards Allowed	60	227.3
Michigan St.	Team Passing Efficiency Defense	21	113.14
Michigan St.	Scoring Defense	22	21.5
Michigan St.	Turnover Margin	2	1.46
Michigan St.	3rd Down Conversion Pct	7	0.500
Michigan St.	4th Down Conversion Pct	50	0.529
Michigan St.	3rd Down Conversion Pct Defense	8	0.313
Michigan St.	4th Down Conversion Pct Defense	T-47	0.476
Michigan St.	Red Zone Offense	40	0.868
Michigan St.	Red Zone Defense	95	0.867
Michigan St.	Net Punting	98	35.56
Michigan St.	Punt Returns	101	5.52
Michigan St.	Kickoff Returns	15	24.03
Michigan St.	First Downs Offense	T-17	321
Michigan St.	First Downs Defense	T-3	199
Michigan St.	Fewest Penalties Per Game	71	6.15
Michigan St.	Fewest Penalty Yards Per Game	86	58.00
Michigan St.	Time of Possession	1	   35:21
Idaho	Stat	Rank	Value
Idaho	Total Offense	53	417.5
Idaho	Rushing Offense	93	141.9
Idaho	Passing Offense	30	275.5
Idaho	Team Passing Efficiency	95	116.40
Idaho	Scoring Offense	88	25.0
Idaho	Total Defense	112	462.7
Idaho	Rushing Defense	119	246.2
Idaho	Passing Yards Allowed	46	216.5
Idaho	Team Passing Efficiency Defense	124	159.72
Idaho	Scoring Defense	112	37.3
Idaho	Turnover Margin	114	-1.00
Idaho	3rd Down Conversion Pct	53	0.417
Idaho	4th Down Conversion Pct	38	0.571
Idaho	3rd Down Conversion Pct Defense	113	0.459
Idaho	4th Down Conversion Pct Defense	T-51	0.500
Idaho	Red Zone Offense	114	0.720
Idaho	Red Zone Defense	84	0.850
Idaho	Net Punting	2	43.45
Idaho	Punt Returns	94	6.15
Idaho	Kickoff Returns	50	21.62
Idaho	First Downs Offense	T-72	258
Idaho	First Downs Defense	T-18	225
Idaho	Fewest Penalties Per Game	97	6.82
Idaho	Fewest Penalty Yards Per Game	109	66.09
Idaho	Time of Possession	34	   31:19
Michigan	Stat	Rank	Value
Michigan	Total Offense	112	333.0
Michigan	Rushing Offense	62	162.8
Michigan	Passing Offense	110	170.2
Michigan	Team Passing Efficiency	107	109.67
Michigan	Scoring Offense	109	20.9
Michigan	Total Defense	7	311.3
Michigan	Rushing Defense	15	117.7
Michigan	Passing Yards Allowed	T-19	193.7
Michigan	Team Passing Efficiency Defense	62	127.23
Michigan	Scoring Defense	27	22.4
Michigan	Turnover Margin	T-121	-1.33
Michigan	3rd Down Conversion Pct	74	0.394
Michigan	4th Down Conversion Pct	T-106	0.385
Michigan	3rd Down Conversion Pct Defense	46	0.382
Michigan	4th Down Conversion Pct Defense	T-14	0.313
Michigan	Red Zone Offense	20	0.892
Michigan	Red Zone Defense	62	0.829
Michigan	Net Punting	107	34.30
Michigan	Punt Returns	82	6.77
Michigan	Kickoff Returns	85	19.87
Michigan	First Downs Offense	104	222
Michigan	First Downs Defense	T-3	199
Michigan	Fewest Penalties Per Game	2	3.50
Michigan	Fewest Penalty Yards Per Game	3	31.75
Michigan	Time of Possession	39	   30:52
Middle Tenn.	Stat	Rank	Value
Middle Tenn.	Total Offense	43	431.3
Middle Tenn.	Rushing Offense	30	213.8
Middle Tenn.	Passing Offense	74	217.5
Middle Tenn.	Team Passing Efficiency	46	138.00
Middle Tenn.	Scoring Offense	46	31.6
Middle Tenn.	Total Defense	105	452.3
Middle Tenn.	Rushing Defense	80	182.6
Middle Tenn.	Passing Yards Allowed	111	269.7
Middle Tenn.	Team Passing Efficiency Defense	103	139.96
Middle Tenn.	Scoring Defense	94	31.5
Middle Tenn.	Turnover Margin	92	-0.33
Middle Tenn.	3rd Down Conversion Pct	32	0.444
Middle Tenn.	4th Down Conversion Pct	41	0.563
Middle Tenn.	3rd Down Conversion Pct Defense	106	0.441
Middle Tenn.	4th Down Conversion Pct Defense	T-38	0.444
Middle Tenn.	Red Zone Offense	T-63	0.830
Middle Tenn.	Red Zone Defense	75	0.843
Middle Tenn.	Net Punting	94	35.82
Middle Tenn.	Punt Returns	11	12.95
Middle Tenn.	Kickoff Returns	33	22.44
Middle Tenn.	First Downs Offense	T-76	254
Middle Tenn.	First Downs Defense	T-85	279
Middle Tenn.	Fewest Penalties Per Game	T-88	6.50
Middle Tenn.	Fewest Penalty Yards Per Game	83	57.50
Middle Tenn.	Time of Possession	92	   28:46
Penn St.	Stat	Rank	Value
Penn St.	Total Offense	111	335.3
Penn St.	Rushing Offense	117	101.9
Penn St.	Passing Offense	61	233.4
Penn St.	Team Passing Efficiency	108	109.41
Penn St.	Scoring Offense	110	20.6
Penn St.	Total Defense	2	278.7
Penn St.	Rushing Defense	3	100.5
Penn St.	Passing Yards Allowed	9	178.2
Penn St.	Team Passing Efficiency Defense	2	101.14
Penn St.	Scoring Defense	7	18.6
Penn St.	Turnover Margin	T-95	-0.38
Penn St.	3rd Down Conversion Pct	72	0.395
Penn St.	4th Down Conversion Pct	108	0.368
Penn St.	3rd Down Conversion Pct Defense	6	0.302
Penn St.	4th Down Conversion Pct Defense	7	0.263
Penn St.	Red Zone Offense	68	0.825
Penn St.	Red Zone Defense	53	0.821
Penn St.	Net Punting	106	34.34
Penn St.	Punt Returns	81	6.84
Penn St.	Kickoff Returns	60	20.89
Penn St.	First Downs Offense	82	249
Penn St.	First Downs Defense	2	190
Penn St.	Fewest Penalties Per Game	T-53	5.77
Penn St.	Fewest Penalty Yards Per Game	40	46.15
Penn St.	Time of Possession	36	   31:15
Toledo	Stat	Rank	Value
Toledo	Total Offense	15	490.5
Toledo	Rushing Offense	12	256.4
Toledo	Passing Offense	59	234.2
Toledo	Team Passing Efficiency	32	141.03
Toledo	Scoring Offense	19	36.6
Toledo	Total Defense	76	407.9
Toledo	Rushing Defense	14	116.2
Toledo	Passing Yards Allowed	123	291.7
Toledo	Team Passing Efficiency Defense	111	148.36
Toledo	Scoring Defense	90	30.5
Toledo	Turnover Margin	81	-0.23
Toledo	3rd Down Conversion Pct	24	0.460
Toledo	4th Down Conversion Pct	T-18	0.643
Toledo	3rd Down Conversion Pct Defense	99	0.432
Toledo	4th Down Conversion Pct Defense	T-103	0.625
Toledo	Red Zone Offense	25	0.887
Toledo	Red Zone Defense	107	0.887
Toledo	Net Punting	89	35.98
Toledo	Punt Returns	83	6.76
Toledo	Kickoff Returns	62	20.80
Toledo	First Downs Offense	17	321
Toledo	First Downs Defense	T-94	283
Toledo	Fewest Penalties Per Game	T-65	6.00
Toledo	Fewest Penalty Yards Per Game	59	51.46
Toledo	Time of Possession	27	   31:27
Western Mich.	Stat	Rank	Value
Western Mich.	Total Offense	39	438.2
Western Mich.	Rushing Offense	55	170.8
Western Mich.	Passing Offense	34	267.3
Western Mich.	Team Passing Efficiency	6	164.17
Western Mich.	Scoring Offense	32	33.8
Western Mich.	Total Defense	45	371.2
Western Mich.	Rushing Defense	47	153.5
Western Mich.	Passing Yards Allowed	48	217.6
Western Mich.	Team Passing Efficiency Defense	36	119.67
Western Mich.	Scoring Defense	42	24.9
Western Mich.	Turnover Margin	T-48	0.23
Western Mich.	3rd Down Conversion Pct	12	0.480
Western Mich.	4th Down Conversion Pct	T-113	0.333
Western Mich.	3rd Down Conversion Pct Defense	70	0.402
Western Mich.	4th Down Conversion Pct Defense	78	0.550
Western Mich.	Red Zone Offense	T-27	0.882
Western Mich.	Red Zone Defense	12	0.739
Western Mich.	Net Punting	31	39.05
Western Mich.	Punt Returns	125	1.73
Western Mich.	Kickoff Returns	11	24.33
Western Mich.	First Downs Offense	60	269
Western Mich.	First Downs Defense	T-37	246
Western Mich.	Fewest Penalties Per Game	T-40	5.31
Western Mich.	Fewest Penalty Yards Per Game	57	51.15
Western Mich.	Time of Possession	12	   32:46
UTEP	Stat	Rank	Value
UTEP	Total Offense	105	350.7
UTEP	Rushing Offense	33	207.8
UTEP	Passing Offense	118	142.9
UTEP	Team Passing Efficiency	85	119.40
UTEP	Scoring Offense	81	26.6
UTEP	Total Defense	38	368.1
UTEP	Rushing Defense	77	176.8
UTEP	Passing Yards Allowed	15	191.2
UTEP	Team Passing Efficiency Defense	69	129.45
UTEP	Scoring Defense	75	28.1
UTEP	Turnover Margin	18	0.69
UTEP	3rd Down Conversion Pct	48	0.422
UTEP	4th Down Conversion Pct	T-113	0.333
UTEP	3rd Down Conversion Pct Defense	32	0.366
UTEP	4th Down Conversion Pct Defense	9	0.286
UTEP	Red Zone Offense	53	0.841
UTEP	Red Zone Defense	T-89	0.857
UTEP	Net Punting	114	33.73
UTEP	Punt Returns	T-105	5.07
UTEP	Kickoff Returns	41	22.05
UTEP	First Downs Offense	T-101	226
UTEP	First Downs Defense	9	211
UTEP	Fewest Penalties Per Game	28	5.00
UTEP	Fewest Penalty Yards Per Game	19	39.54
UTEP	Time of Possession	2	   34:57
Iowa	Stat	Rank	Value
Iowa	Total Offense	63	400.1
Iowa	Rushing Offense	61	163.1
Iowa	Passing Offense	55	237.0
Iowa	Team Passing Efficiency	54	132.52
Iowa	Scoring Offense	68	28.2
Iowa	Total Defense	22	344.2
Iowa	Rushing Defense	64	168.3
Iowa	Passing Yards Allowed	7	175.9
Iowa	Team Passing Efficiency Defense	34	117.76
Iowa	Scoring Defense	50	25.6
Iowa	Turnover Margin	102	-0.46
Iowa	3rd Down Conversion Pct	T-29	0.448
Iowa	4th Down Conversion Pct	T-25	0.609
Iowa	3rd Down Conversion Pct Defense	34	0.368
Iowa	4th Down Conversion Pct Defense	113	0.667
Iowa	Red Zone Offense	T-89	0.786
Iowa	Red Zone Defense	110	0.892
Iowa	Net Punting	117	33.42
Iowa	Punt Returns	104	5.13
Iowa	Kickoff Returns	65	20.69
Iowa	First Downs Offense	T-50	280
Iowa	First Downs Defense	T-14	219
Iowa	Fewest Penalties Per Game	3	3.54
Iowa	Fewest Penalty Yards Per Game	2	29.54
Iowa	Time of Possession	29	   31:26
Iowa St.	Stat	Rank	Value
Iowa St.	Total Offense	89	372.5
Iowa St.	Rushing Offense	105	124.1
Iowa St.	Passing Offense	50	248.4
Iowa St.	Team Passing Efficiency	102	113.67
Iowa St.	Scoring Offense	96	23.2
Iowa St.	Total Defense	125	528.9
Iowa St.	Rushing Defense	120	246.3
Iowa St.	Passing Yards Allowed	119	282.7
Iowa St.	Team Passing Efficiency Defense	92	135.46
Iowa St.	Scoring Defense	115	38.8
Iowa St.	Turnover Margin	T-59	0.00
Iowa St.	3rd Down Conversion Pct	46	0.423
Iowa St.	4th Down Conversion Pct	117	0.316
Iowa St.	3rd Down Conversion Pct Defense	115	0.462
Iowa St.	4th Down Conversion Pct Defense	88	0.591
Iowa St.	Red Zone Offense	T-74	0.814
Iowa St.	Red Zone Defense	T-102	0.883
Iowa St.	Net Punting	63	37.66
Iowa St.	Punt Returns	19	11.14
Iowa St.	Kickoff Returns	69	20.63
Iowa St.	First Downs Offense	74	256
Iowa St.	First Downs Defense	120	328
Iowa St.	Fewest Penalties Per Game	10	4.25
Iowa St.	Fewest Penalty Yards Per Game	25	40.83
Iowa St.	Time of Possession	102	   28:30
East Carolina	Stat	Rank	Value
East Carolina	Total Offense	5	533.0
East Carolina	Rushing Offense	64	161.1
East Carolina	Passing Offense	3	371.9
East Carolina	Team Passing Efficiency	41	139.47
East Carolina	Scoring Offense	22	35.8
East Carolina	Total Defense	37	367.3
East Carolina	Rushing Defense	11	111.8
East Carolina	Passing Yards Allowed	98	255.5
East Carolina	Team Passing Efficiency Defense	37	120.21
East Carolina	Scoring Defense	53	25.8
East Carolina	Turnover Margin	T-89	-0.31
East Carolina	3rd Down Conversion Pct	18	0.469
East Carolina	4th Down Conversion Pct	85	0.458
East Carolina	3rd Down Conversion Pct Defense	13	0.342
East Carolina	4th Down Conversion Pct Defense	107	0.636
East Carolina	Red Zone Offense	55	0.838
East Carolina	Red Zone Defense	T-80	0.846
East Carolina	Net Punting	78	36.57
East Carolina	Punt Returns	110	4.62
East Carolina	Kickoff Returns	108	19.07
East Carolina	First Downs Offense	4	378
East Carolina	First Downs Defense	61	262
East Carolina	Fewest Penalties Per Game	117	8.38
East Carolina	Fewest Penalty Yards Per Game	118	77.23
East Carolina	Time of Possession	64	   29:42
Texas Tech	Stat	Rank	Value
Texas Tech	Total Offense	10	504.1
Texas Tech	Rushing Offense	80	153.0
Texas Tech	Passing Offense	5	351.1
Texas Tech	Team Passing Efficiency	37	139.87
Texas Tech	Scoring Offense	52	30.5
Texas Tech	Total Defense	122	512.7
Texas Tech	Rushing Defense	121	259.5
Texas Tech	Passing Yards Allowed	95	253.2
Texas Tech	Team Passing Efficiency Defense	109	145.15
Texas Tech	Scoring Defense	123	41.3
Texas Tech	Turnover Margin	T-116	-1.08
Texas Tech	3rd Down Conversion Pct	33	0.437
Texas Tech	4th Down Conversion Pct	T-92	0.435
Texas Tech	3rd Down Conversion Pct Defense	118	0.469
Texas Tech	4th Down Conversion Pct Defense	102	0.619
Texas Tech	Red Zone Offense	100	0.763
Texas Tech	Red Zone Defense	118	0.912
Texas Tech	Net Punting	17	39.87
Texas Tech	Punt Returns	122	3.61
Texas Tech	Kickoff Returns	117	18.67
Texas Tech	First Downs Offense	T-36	296
Texas Tech	First Downs Defense	119	325
Texas Tech	Fewest Penalties Per Game	124	9.33
Texas Tech	Fewest Penalty Yards Per Game	125	89.17
Texas Tech	Time of Possession	124	   26:05
Duke	Stat	Rank	Value
Duke	Total Offense	66	398.3
Duke	Rushing Offense	46	181.8
Duke	Passing Offense	77	216.5
Duke	Team Passing Efficiency	82	119.80
Duke	Scoring Offense	40	32.4
Duke	Total Defense	67	399.7
Duke	Rushing Defense	92	192.9
Duke	Passing Yards Allowed	33	206.8
Duke	Team Passing Efficiency Defense	23	115.20
Duke	Scoring Defense	24	21.8
Duke	Turnover Margin	T-33	0.46
Duke	3rd Down Conversion Pct	52	0.418
Duke	4th Down Conversion Pct	45	0.552
Duke	3rd Down Conversion Pct Defense	15	0.344
Duke	4th Down Conversion Pct Defense	11	0.290
Duke	Red Zone Offense	34	0.875
Duke	Red Zone Defense	101	0.882
Duke	Net Punting	21	39.73
Duke	Punt Returns	10	13.54
Duke	Kickoff Returns	8	25.25
Duke	First Downs Offense	46	286
Duke	First Downs Defense	96	285
Duke	Fewest Penalties Per Game	24	4.92
Duke	Fewest Penalty Yards Per Game	14	38.69
Duke	Time of Possession	80	   29:11
Texas	Stat	Rank	Value
Texas	Total Offense	110	337.3
Texas	Rushing Offense	98	137.4
Texas	Passing Offense	88	199.9
Texas	Team Passing Efficiency	96	116.15
Texas	Scoring Offense	106	21.4
Texas	Total Defense	25	348.5
Texas	Rushing Defense	59	164.3
Texas	Passing Yards Allowed	11	184.2
Texas	Team Passing Efficiency Defense	15	110.04
Texas	Scoring Defense	31	23.8
Texas	Turnover Margin	T-81	-0.23
Texas	3rd Down Conversion Pct	106	0.343
Texas	4th Down Conversion Pct	T-58	0.500
Texas	3rd Down Conversion Pct Defense	22	0.353
Texas	4th Down Conversion Pct Defense	T-72	0.542
Texas	Red Zone Offense	89	0.786
Texas	Red Zone Defense	T-19	0.750
Texas	Net Punting	61	37.72
Texas	Punt Returns	60	8.05
Texas	Kickoff Returns	98	19.56
Texas	First Downs Offense	98	232
Texas	First Downs Defense	46	251
Texas	Fewest Penalties Per Game	T-60	5.92
Texas	Fewest Penalty Yards Per Game	56	51.08
Texas	Time of Possession	63	   29:44
Maryland	Stat	Rank	Value
Maryland	Total Offense	109	342.1
Maryland	Rushing Offense	108	121.8
Maryland	Passing Offense	72	220.2
Maryland	Team Passing Efficiency	78	120.38
Maryland	Scoring Offense	65	28.5
Maryland	Total Defense	95	436.2
Maryland	Rushing Defense	97	201.9
Maryland	Passing Yards Allowed	78	234.3
Maryland	Team Passing Efficiency Defense	40	121.40
Maryland	Scoring Defense	T-87	30.2
Maryland	Turnover Margin	T-59	0.00
Maryland	3rd Down Conversion Pct	116	0.326
Maryland	4th Down Conversion Pct	T-47	0.538
Maryland	3rd Down Conversion Pct Defense	68	0.402
Maryland	4th Down Conversion Pct Defense	49	0.481
Maryland	Red Zone Offense	9	0.914
Maryland	Red Zone Defense	T-66	0.833
Maryland	Net Punting	103	34.67
Maryland	Punt Returns	13	12.45
Maryland	Kickoff Returns	6	25.55
Maryland	First Downs Offense	100	227
Maryland	First Downs Defense	100	291
Maryland	Fewest Penalties Per Game	T-60	5.92
Maryland	Fewest Penalty Yards Per Game	61	52.08
Maryland	Time of Possession	117	   27:00
UCLA	Stat	Rank	Value
UCLA	Total Offense	22	467.8
UCLA	Rushing Offense	32	209.5
UCLA	Passing Offense	42	258.3
UCLA	Team Passing Efficiency	19	148.80
UCLA	Scoring Offense	34	33.5
UCLA	Total Defense	63	398.5
UCLA	Rushing Defense	42	147.9
UCLA	Passing Yards Allowed	93	250.6
UCLA	Team Passing Efficiency Defense	60	126.82
UCLA	Scoring Defense	T-75	28.1
UCLA	Turnover Margin	59	0.00
UCLA	3rd Down Conversion Pct	40	0.431
UCLA	4th Down Conversion Pct	T-41	0.563
UCLA	3rd Down Conversion Pct Defense	64	0.399
UCLA	4th Down Conversion Pct Defense	115	0.682
UCLA	Red Zone Offense	2	0.941
UCLA	Red Zone Defense	T-77	0.844
UCLA	Net Punting	56	37.86
UCLA	Punt Returns	43	9.05
UCLA	Kickoff Returns	107	19.08
UCLA	First Downs Offense	T-30	304
UCLA	First Downs Defense	T-105	295
UCLA	Fewest Penalties Per Game	114	8.00
UCLA	Fewest Penalty Yards Per Game	117	75.31
UCLA	Time of Possession	81	   29:09
Hawaii	Stat	Rank	Value
Hawaii	Total Offense	98	364.4
Hawaii	Rushing Offense	83	149.5
Hawaii	Passing Offense	79	214.9
Hawaii	Team Passing Efficiency	119	103.88
Hawaii	Scoring Offense	108	20.9
Hawaii	Total Defense	82	418.2
Hawaii	Rushing Defense	73	172.3
Hawaii	Passing Yards Allowed	89	245.8
Hawaii	Team Passing Efficiency Defense	97	136.64
Hawaii	Scoring Defense	64	26.8
Hawaii	Turnover Margin	T-105	-0.54
Hawaii	3rd Down Conversion Pct	111	0.333
Hawaii	4th Down Conversion Pct	10	0.704
Hawaii	3rd Down Conversion Pct Defense	60	0.397
Hawaii	4th Down Conversion Pct Defense	82	0.571
Hawaii	Red Zone Offense	63	0.830
Hawaii	Red Zone Defense	36	0.784
Hawaii	Net Punting	12	40.52
Hawaii	Punt Returns	47	8.81
Hawaii	Kickoff Returns	104	19.24
Hawaii	First Downs Offense	T-76	254
Hawaii	First Downs Defense	78	273
Hawaii	Fewest Penalties Per Game	T-71	6.15
Hawaii	Fewest Penalty Yards Per Game	47	49.23
Hawaii	Time of Possession	91	   28:47
Buffalo	Stat	Rank	Value
Buffalo	Total Offense	38	438.2
Buffalo	Rushing Offense	52	178.6
Buffalo	Passing Offense	41	259.5
Buffalo	Team Passing Efficiency	17	151.61
Buffalo	Scoring Offense	41	32.3
Buffalo	Total Defense	62	397.7
Buffalo	Rushing Defense	76	175.2
Buffalo	Passing Yards Allowed	54	222.5
Buffalo	Team Passing Efficiency Defense	101	137.88
Buffalo	Scoring Defense	95	31.5
Buffalo	Turnover Margin	88	-0.27
Buffalo	3rd Down Conversion Pct	27	0.457
Buffalo	4th Down Conversion Pct	T-53	0.522
Buffalo	3rd Down Conversion Pct Defense	43	0.379
Buffalo	4th Down Conversion Pct Defense	119	0.714
Buffalo	Red Zone Offense	107	0.740
Buffalo	Red Zone Defense	T-92	0.860
Buffalo	Net Punting	41	38.50
Buffalo	Punt Returns	68	7.42
Buffalo	Kickoff Returns	106	19.11
Buffalo	First Downs Offense	T-89	244
Buffalo	First Downs Defense	6	202
Buffalo	Fewest Penalties Per Game	39	5.27
Buffalo	Fewest Penalty Yards Per Game	66	53.45
Buffalo	Time of Possession	11	   32:52
Wisconsin	Stat	Rank	Value
Wisconsin	Total Offense	21	468.9
Wisconsin	Rushing Offense	3	320.1
Wisconsin	Passing Offense	116	148.7
Wisconsin	Team Passing Efficiency	97	114.72
Wisconsin	Scoring Offense	27	34.6
Wisconsin	Total Defense	4	294.1
Wisconsin	Rushing Defense	23	126.1
Wisconsin	Passing Yards Allowed	4	168.0
Wisconsin	Team Passing Efficiency Defense	32	116.73
Wisconsin	Scoring Defense	17	20.8
Wisconsin	Turnover Margin	110	-0.64
Wisconsin	3rd Down Conversion Pct	84	0.382
Wisconsin	4th Down Conversion Pct	4	0.778
Wisconsin	3rd Down Conversion Pct Defense	3	0.284
Wisconsin	4th Down Conversion Pct Defense	44	0.462
Wisconsin	Red Zone Offense	38	0.869
Wisconsin	Red Zone Defense	116	0.906
Wisconsin	Net Punting	113	33.74
Wisconsin	Punt Returns	20	11.08
Wisconsin	Kickoff Returns	48	21.65
